순번,id,slug,first_episode,pattern_ko,english,examples
258,"984","meogeobwa","74","~먹어봐","Try this. It's really ~","[{""en"":""Try this food — it's really delicious!"",""ko"":""이 음식 먹어봐, 진짜 맛있어!""},{""en"":""Watch this drama — it's totally fun!"",""ko"":""이 드라마 봐봐, 완전 재미있어!""},{""en"":""Go to this café — the atmosphere is amazing!"",""ko"":""이 카페 가봐, 분위기 짱이야!""}]"
259,"985","saenggakboda-hwolssin-hae","74","생각보다 훨씬 ~해","생각보다 훨씬 ~","[{""en"":""It's way tastier than I expected!"",""ko"":""생각보다 훨씬 맛있어!""},{""en"":""It's way harder than I expected!"",""ko"":""생각보다 훨씬 어렵네!""},{""en"":""It came way faster than I expected!"",""ko"":""생각보다 훨씬 빨리 왔어!""}]"
260,"986","jungdokseong-isseo","74","중독성 있어","It's addictive.","[{""en"":""This song is totally addictive!"",""ko"":""이 노래 완전 중독성 있어!""},{""en"":""This tteokbokki is addictive — I keep wanting more!"",""ko"":""이 떡볶이 중독성 있어, 계속 먹고 싶어!""},{""en"":""This drama is addictive — I watched it all night!"",""ko"":""이 드라마 중독성 있어, 밤새 봤어!""}]"
261,"987","haengbokaeyo","75","행복해요","I'm happy.","[{""en"":""I'm really happy today!"",""ko"":""오늘 진짜 행복해요!""},{""en"":""I'm happy to be in Korea!"",""ko"":""한국에 있어서 행복해요!""},{""en"":""I'm happy because of all of you!"",""ko"":""여러분 덕분에 행복해요!""}]"
262,"988","haneun-ge-joayo","75","~하는 게 좋아요","I like listening to ~","[{""en"":""I like studying at a café!"",""ko"":""카페에서 공부하는 게 좋아요!""},{""en"":""I like eating with friends."",""ko"":""친구들이랑 밥 먹는 게 좋아요.""},{""en"":""I like studying Korean!"",""ko"":""한국어 공부하는 게 좋아요!""}]"
263,"989","ireon-ilsangi-sojunghaeyo","75","이런 일상이 소중해요","These ordinary days are precious.","[{""en"":""I treasure this everyday life!"",""ko"":""이런 일상이 소중해요!""},{""en"":""I treasure moments like this with friends."",""ko"":""친구들과 이런 시간이 소중해요.""},{""en"":""I treasure this ordinary everyday life!"",""ko"":""이런 평범한 일상이 소중해요!""}]"
264,"992","da-gachi-moinikka-joayo","77","다 같이 모이니까 좋아요","It's great having everyone together.","[{""en"":""I'm so happy that we're all together!"",""ko"":""다 같이 모이니까 너무 좋아요!""},{""en"":""It's wonderful that the whole family is together."",""ko"":""가족이 다 같이 모이니까 좋아요.""},{""en"":""It's wonderful to all be together after so long!"",""ko"":""오랜만에 다 같이 모이니까 좋아요!""}]"
265,"993","cheoeum-mannasseul-ttae","77","처음 만났을 때","when we first met","[{""en"":""I was so nervous when we first met!"",""ko"":""처음 만났을 때 많이 떨렸어요!""},{""en"":""When we first met, my Korean wasn't very good."",""ko"":""처음 만났을 때 한국어 잘 못했어요.""},{""en"":""Do you remember when we first met?"",""ko"":""처음 만났을 때 기억해요?""}]"
266,"994","yeoreobun-deokbunieyo","77","여러분 덕분이에요","It's all thanks to you.","[{""en"":""It's all thanks to all of you — I'm truly grateful!"",""ko"":""여러분 덕분이에요, 진짜 감사해요!""},{""en"":""It's thanks to all of you — I was so happy!"",""ko"":""여러분 덕분이에요, 행복했어요!""},{""en"":""It's all thanks to every one of you!"",""ko"":""다 여러분 덕분이에요!""}]"
267,"1369","kke","77","~께","to (honorific)","[{""en"":""I gave it to my teacher."",""ko"":""선생님께 드렸어요.""},{""en"":""I wrote a letter to my parents."",""ko"":""부모님께 편지를 썼어요.""},{""en"":""I'll tell the boss."",""ko"":""사장님께 말씀드릴게요.""}]"
268,"996","eolmana-isseul-geoyeyo","78","얼마나 있을 거예요?","How long will you stay?","[{""en"":""How long are you going to be in Korea?"",""ko"":""한국에 얼마나 있을 거예요?""},{""en"":""How long are you going to stay on this trip?"",""ko"":""이번 여행에 얼마나 있을 거예요?""},{""en"":""How long are you going to be in Seoul? Let's spend time together!"",""ko"":""서울에 얼마나 있을 거예요? 같이 시간 보내요!""}]"
269,"1307","gi-wihae","78","-기 위해","in order to","[{""en"":""I came in order to learn Korean."",""ko"":""한국어를 배우기 위해 왔어요.""},{""en"":""I walk every day for my health."",""ko"":""건강을 위해 매일 걸어요.""},{""en"":""I'm working hard to achieve my dream."",""ko"":""꿈을 이루기 위해 노력하고 있어요.""}]"
270,"998","jul-seoya-haeyo","79","줄 서야 해요","You have to wait in line.","[{""en"":""You have to wait in line — it's very popular!"",""ko"":""줄 서야 해요, 인기 많아요!""},{""en"":""You have to wait in line here, but it's worth it!"",""ko"":""여기 줄 서야 해요, 그래도 기다릴 만해요!""},{""en"":""Do we have to wait in line? How long?"",""ko"":""줄 서야 해요? 얼마나 기다려요?""}]"
271,"1310","na-boda","79","-나 보다","seem to; must be","[{""en"":""There must be a lot of people."",""ko"":""사람이 많나 봐요.""},{""en"":""It seems to be raining outside."",""ko"":""밖에 비가 오나 봐요.""},{""en"":""That shop must be famous."",""ko"":""저 가게가 유명한가 봐요.""}]"
272,"1315","neun-gime","79","-는 김에","while I'm at it","[{""en"":""While I'm out, I'll grab some milk."",""ko"":""나가는 김에 우유 좀 사 올게요.""},{""en"":""Since you're here, let's have some tea."",""ko"":""온 김에 차 한잔해요.""},{""en"":""While cleaning, I organized too."",""ko"":""청소하는 김에 정리도 했어요.""}]"
273,"1303","ge-doeda","80","-게 되다","end up ~ing; come to","[{""en"":""I ended up living in Korea."",""ko"":""한국에 살게 됐어요.""},{""en"":""I've come to like spicy food."",""ko"":""매운 음식을 좋아하게 됐어요.""},{""en"":""We happened to meet."",""ko"":""우연히 만나게 됐어요.""}]"
274,"1322","neundamyeonseo","81","-는다면서?","I heard that ~, right?","[{""en"":""I heard you're learning Korean?"",""ko"":""한국어 배운다면서요?""},{""en"":""I heard you're going next week?"",""ko"":""다음 주에 간다면서?""},{""en"":""I heard that movie is good?"",""ko"":""그 영화 재미있다면서요?""}]"
275,"1326","deogun","81","-더군","I noticed that","[{""en"":""It was bigger than I expected."",""ko"":""생각보다 넓더군요.""},{""en"":""Korean food was spicy, I found."",""ko"":""한국 음식이 맵더군요.""},{""en"":""There really were a lot of people."",""ko"":""사람이 정말 많더군요.""}]"
276,"1007","ge-dwaesseoyo","82","~게 됐어요","I ended up living in ~","[{""en"":""I ended up living in Korea!"",""ko"":""한국에 살게 됐어요!""},{""en"":""I ended up making friends!"",""ko"":""친구가 생기게 됐어요!""},{""en"":""I ended up becoming good at Korean!"",""ko"":""한국어를 잘하게 됐어요!""}]"
277,"1008","da-bonikka","82","~다 보니까","As I kept practicing every day, my skills ~","[{""en"":""As I kept studying, it became fun."",""ko"":""공부하다 보니까 재미있어졌어요.""},{""en"":""As I kept eating it, it stopped being spicy."",""ko"":""먹다 보니까 맵지 않아요.""},{""en"":""As I kept living here, Korea became my second home."",""ko"":""살다 보니까 한국이 제2의 고향이 됐어요.""}]"
278,"1009","hada-bomyeon","82","~하다 보면","If you keep practicing, you'll get ~","[{""en"":""If you keep practicing, you'll improve!"",""ko"":""연습하다 보면 늘어요!""},{""en"":""If you keep doing it, you'll get used to it."",""ko"":""하다 보면 익숙해져요.""},{""en"":""If you keep living here, you'll adapt!"",""ko"":""살다 보면 적응돼요!""}]"
279,"947","eungeunhi-hae","83","은근히 ~해","은근히 ~","[{""en"":""It's surprisingly good!"",""ko"":""은근히 맛있어!""},{""en"":""It's surprisingly difficult!"",""ko"":""은근히 어렵네!""},{""en"":""It's surprisingly fun!"",""ko"":""은근히 재미있어!""}]"
280,"1010","han-geotchigoneun","83","~한 것치고는","For a first attempt, you did really ~","[{""en"":""Your pronunciation is great for someone who learned Korean!"",""ko"":""한국어 배운 것치고는 발음이 좋아요!""},{""en"":""You did well for the first time trying it!"",""ko"":""처음 해본 것치고는 잘했어요!""},{""en"":""You're incredibly natural for a foreigner!"",""ko"":""외국인인 것치고는 너무 자연스러워요!""}]"
281,"1011","amuri-geuraedo","83","아무리 그래도","Even so, ~","[{""en"":""No matter what, you can't give up!"",""ko"":""아무리 그래도 포기하면 안 돼요!""},{""en"":""No matter how busy you are, you have to eat."",""ko"":""아무리 바빠도 밥은 먹어야 해요.""},{""en"":""Even so, I don't think this is right."",""ko"":""아무리 그래도 이건 아닌 것 같아요.""}]"
282,"1320","neun-pyeonida","83","-는 편이다","tend to be; rather","[{""en"":""I'm on the quiet side."",""ko"":""저는 조용한 편이에요.""},{""en"":""I'm pretty good with spicy food."",""ko"":""매운 음식을 잘 먹는 편이에요.""},{""en"":""This shop is relatively cheap."",""ko"":""이 가게는 싼 편이에요.""}]"
283,"1012","jal-moreugenneundeyo","84","잘 모르겠는데요","I'm not really sure.","[{""en"":""I'm not sure — let me think about it a bit more."",""ko"":""잘 모르겠는데요, 좀 더 생각해볼게요.""},{""en"":""I'm not sure — let me look into it and let you know."",""ko"":""잘 모르겠는데요, 알아보고 알려줄게요.""},{""en"":""I'm not sure — what do you think?"",""ko"":""잘 모르겠는데요, 어떻게 생각해요?""}]"
284,"1013","deo-saenggakae-bwayagesseo","84","좀 더 생각해 봐야겠어요","I can't decide right now.","[{""en"":""I need to think about it a bit more."",""ko"":""좀 더 생각해 봐야겠어요.""},{""en"":""I need to think about it a bit more — please wait."",""ko"":""좀 더 생각해 봐야겠어요, 기다려줘요.""},{""en"":""I need to think about it a bit more before deciding."",""ko"":""결정하기 전에 좀 더 생각해 봐야겠어요.""}]"
285,"1014","ildaneun-haeyo","84","일단은 ~해요","일단은 ~","[{""en"":""For now, let's try doing it this way!"",""ko"":""일단은 이렇게 해봐요!""},{""en"":""For now, let's just start!"",""ko"":""일단은 시작해봐요!""},{""en"":""For now, try a taste — if it's good, we'll buy it!"",""ko"":""일단은 먹어봐요, 맛있으면 사요!""}]"
286,"1015","nunchichaesseoyo","85","눈치챘어요?","Did you notice?","[{""en"":""You noticed? You're very perceptive!"",""ko"":""눈치챘어요? 눈치 빠르네요!""},{""en"":""I already noticed!"",""ko"":""이미 눈치챘어요!""},{""en"":""You noticed? How did you know?"",""ko"":""눈치챘어요? 어떻게 알았어요?""}]"
287,"1016","gami-japyeoyo","85","감이 잡혀요","I'm getting the hang of it.","[{""en"":""Now I'm starting to get the hang of it!"",""ko"":""이제 감이 잡혀요!""},{""en"":""I'm gradually getting the hang of it."",""ko"":""조금씩 감이 잡혀요.""},{""en"":""You're getting the hang of it? You're doing great!"",""ko"":""감이 잡혀요? 잘하고 있어요!""}]"
288,"1017","ttak-bwado-algesseoyo","85","딱 봐도 알겠어요","I can tell just by looking.","[{""en"":""I can tell just by looking — it looks so delicious!"",""ko"":""딱 봐도 알겠어요, 너무 맛있어 보여요!""},{""en"":""I can tell just by looking — your expression says it all!"",""ko"":""딱 봐도 알겠어요, 그 표정이 다 말해줘요!""},{""en"":""I can tell just by looking — you look truly happy!"",""ko"":""딱 봐도 알겠어요, 진짜 행복해 보여요!""}]"
289,"1385","keonyeong","86","~커녕","let alone; far from","[{""en"":""Far from traveling, I don't even have time to rest."",""ko"":""여행은커녕 쉴 시간도 없어요.""},{""en"":""Instead of praise, I got scolded."",""ko"":""칭찬은커녕 혼났어요.""},{""en"":""I couldn't even drink water, let alone eat."",""ko"":""밥은커녕 물도 못 마셨어요.""}]"
290,"1020","budamseureowoyo","87","부담스러워요","It feels like a burden.","[{""en"":""This is a bit burdensome."",""ko"":""이게 좀 부담스러워요.""},{""en"":""The gift is so expensive that I feel burdened."",""ko"":""선물이 너무 비싸서 부담스러워요.""},{""en"":""Do you feel burdened? It's okay — feel comfortable!"",""ko"":""부담스러워요? 괜찮아요, 편하게 해요!""}]"
291,"1022","ije-mani-pyeonhaejyeosseo","87","이제 많이 편해졌어요","I've gotten much more comfortable now.","[{""en"":""I've become much more comfortable now!"",""ko"":""이제 많이 편해졌어요!""},{""en"":""It was awkward at first, but now I'm much more comfortable."",""ko"":""처음엔 어색했는데 이제 많이 편해졌어요.""},{""en"":""I've become so much more comfortable now — thank you!"",""ko"":""이제 많이 편해졌어요, 감사해요!""}]"
292,"1329","deon","87","-던","used to; that I was ~ing","[{""en"":""It's a cafe I used to go to often."",""ko"":""자주 가던 카페예요.""},{""en"":""Please finish what you were eating."",""ko"":""먹던 거 마저 드세요.""},{""en"":""It's the neighborhood I used to live in."",""ko"":""예전에 살던 동네예요.""}]"
293,"1023","oegugin-ti-nayo","88","외국인 티 나요?","Can you tell I'm a foreigner?","[{""en"":""Do I look like a foreigner?"",""ko"":""저 외국인 티 나요?""},{""en"":""Does my pronunciation give me away as a foreigner?"",""ko"":""발음에서 외국인 티 나요?""},{""en"":""I don't look like a foreigner? Really?"",""ko"":""외국인 티 안 나요? 진짜요?""}]"
294,"1024","ije-hangungmari-pyeonhaeyo","88","이제 한국말이 편해요","Korean feels comfortable now.","[{""en"":""Korean feels really comfortable now!"",""ko"":""이제 한국말이 정말 편해요!""},{""en"":""Korean feels comfortable now — I even dream in Korean!"",""ko"":""이제 한국말이 편해요, 꿈도 한국어로 꿔요!""},{""en"":""Korean feels comfortable now? That's amazing!"",""ko"":""이제 한국말이 편해요? 대단해요!""}]"
295,"1025","hangugeoro-kkumdo-kkwoyo","88","한국어로 꿈도 꿔요","I even dream in Korean.","[{""en"":""I even dream in Korean!"",""ko"":""한국어로 꿈도 꿔요!""},{""en"":""I had a dream in Korean — it's amazing!"",""ko"":""한국어로 꿈을 꿨어요, 신기해요!""},{""en"":""You're even dreaming in Korean? You've really improved!"",""ko"":""한국어로 꿈도 꾼다고요? 완전 늘었네요!""}]"
296,"1026","rokeori-joa","89","관광지보다 로컬이 좋아","I prefer local spots to tourist spots.","[{""en"":""I prefer local cafés over tourist spots!"",""ko"":""관광지보다 로컬 카페가 좋아!""},{""en"":""Local restaurants are tastier than tourist spots!"",""ko"":""관광지보다 로컬 맛집이 더 맛있어!""},{""en"":""I prefer local over tourist spots — it feels more authentic!"",""ko"":""관광지보다 로컬이 좋아, 진짜 느낌 나잖아!""}]"
297,"1027","hyeonjiindeuri-ganeun","89","현지인들이 가는 곳이야","It's a place locals go.","[{""en"":""This is a place where locals go!"",""ko"":""여기 현지인들이 가는 곳이야!""},{""en"":""This is a café locals go to — it's really good!"",""ko"":""현지인들이 가는 카페야, 진짜 맛있어!""},{""en"":""This is where locals go — tourists don't usually know about it!"",""ko"":""현지인들이 가는 곳이야, 관광객은 잘 몰라!""}]"
298,"1028","sumgyeojin-myeongsoya","89","숨겨진 명소야","It's a hidden gem.","[{""en"":""This is a hidden gem — did you know?"",""ko"":""여기 숨겨진 명소야, 알아?""},{""en"":""There's a hidden gem like this in Seoul!"",""ko"":""서울에 이런 숨겨진 명소가 있어!""},{""en"":""It's a hidden gem — let's keep it to ourselves!"",""ko"":""숨겨진 명소야, 우리만 알자!""}]"
299,"1029","yojeum-hataeyo","90","요즘 핫해요","It's hot right now.","[{""en"":""This café is really hot right now!"",""ko"":""이 카페 요즘 진짜 핫해요!""},{""en"":""This drama is really hot right now — have you seen it?"",""ko"":""이 드라마 요즘 핫해요, 봤어요?""},{""en"":""It's hot right now? I should go check it out!"",""ko"":""요즘 핫해요? 저도 가봐야겠어요!""}]"
300,"1030","wanjeon-daeseyeyo","90","완전 대세예요","It's totally the trend.","[{""en"":""This style is totally on trend!"",""ko"":""이 스타일 완전 대세예요!""},{""en"":""This color is totally on trend these days!"",""ko"":""요즘 이 색 완전 대세예요!""},{""en"":""It's totally on trend — try it!"",""ko"":""완전 대세예요, 따라 해봐요!""}]"
301,"1031","tteooreuneun-jungieyo","90","떠오르는 중이에요","It's on the rise.","[{""en"":""This artist is rising in popularity these days!"",""ko"":""이 아티스트 요즘 뜨고 있어요!""},{""en"":""This neighborhood is rising in popularity these days!"",""ko"":""이 동네 요즘 뜨고 있어요!""},{""en"":""It's rising in popularity? I'm interested too!"",""ko"":""뜨고 있어요? 저도 관심 있어요!""}]"
302,"1313","neun-geot-gatgido","91","-는 것 같기도","kind of seems like","[{""en"":""It kind of seems right."",""ko"":""맞는 것 같기도 해요.""},{""en"":""It also seems a little difficult."",""ko"":""좀 어려운 것 같기도 하고요.""},{""en"":""It might be fine, but I'm not sure."",""ko"":""괜찮은 것 같기도 한데 잘 모르겠어요.""}]"
303,"1381","inama","91","~이나마","even if only; at least","[{""en"":""I rested, if only briefly."",""ko"":""잠깐이나마 쉬었어요.""},{""en"":""I want to help, even if only a little."",""ko"":""작은 도움이나마 되고 싶어요.""},{""en"":""Please take this, small as it is."",""ko"":""이거나마 받아 주세요.""}]"
304,"1034","mari-doeneyo","92","말이 되네요","That makes sense.","[{""en"":""This logic makes sense!"",""ko"":""이 논리 말이 되네요!""},{""en"":""What you said makes sense — you're right!"",""ko"":""그 말 말이 되네요, 맞아요!""},{""en"":""That makes sense — that should work!"",""ko"":""말이 되네요, 그렇게 하면 되겠어요!""}]"
305,"1035","apdwiga-an-majayo","92","앞뒤가 안 맞아요","It doesn't add up.","[{""en"":""This sentence doesn't make sense."",""ko"":""이 문장 앞뒤가 안 맞아요.""},{""en"":""It doesn't make sense — please explain again."",""ko"":""앞뒤가 안 맞아요, 다시 설명해줘요.""},{""en"":""What you said doesn't make sense!"",""ko"":""그 말 앞뒤가 안 맞아요!""}]"
306,"1036","gyeolgugen","92","결국엔 ~","In the end, ~","[{""en"":""In the end, everything worked out!"",""ko"":""결국엔 다 잘 됐어요!""},{""en"":""In the end, I'm glad I didn't give up."",""ko"":""결국엔 포기하지 않길 잘했어요.""},{""en"":""In the end, being happy is the most important thing!"",""ko"":""결국엔 행복한 게 제일 중요해요!""}]"
307,"967","malhago-nanikka","93","말하고 나니까 후련해요","I feel relieved now that I've said it.","[{""en"":""I feel so relieved after talking about it!"",""ko"":""말하고 나니까 후련해요!""},{""en"":""I feel relieved after being honest."",""ko"":""솔직하게 말하고 나니까 후련해요.""},{""en"":""I feel relieved after letting it all out!"",""ko"":""다 털어놓고 나니까 후련해요!""}]"
308,"1037","soksanghaesseoyo","93","속상했어요","I was upset.","[{""en"":""I was upset — I'll be honest with you."",""ko"":""속상했어요, 솔직히 말할게요.""},{""en"":""I was a little upset, but I'm okay now."",""ko"":""조금 속상했는데 이제 괜찮아요.""},{""en"":""You were upset? I'm sorry — I didn't know."",""ko"":""속상했어요? 미안해요, 몰랐어요.""}]"
309,"1038","eogulhaesseoyo","93","억울했어요","It felt unfair.","[{""en"":""I felt wronged — thank you for understanding."",""ko"":""억울했어요, 이해해줘서 고마워요.""},{""en"":""I felt wronged, but I feel better after talking about it."",""ko"":""억울했는데 말하고 나니까 후련해요.""},{""en"":""That must have really felt unfair!"",""ko"":""그건 진짜 억울했겠어요!""}]"
310,"966","maeumeun-arayo","94","마음은 알아요","I understand how you feel.","[{""en"":""I understand your feelings, but it's still hard."",""ko"":""네 마음은 알아요, 그래도 힘들어요.""},{""en"":""I understand how you feel — don't worry."",""ko"":""마음은 알아요, 걱정하지 마요.""},{""en"":""I understand how you feel, but I'm still a little hurt."",""ko"":""마음은 알아요, 그래도 조금 서운해요.""}]"
311,"1042","banjeon-isseoyo","95","반전 있어요","This movie has a twist.","[{""en"":""This drama has a twist — it's shocking!"",""ko"":""이 드라마 반전 있어요, 충격이에요!""},{""en"":""There's a twist? Don't spoil it!"",""ko"":""반전 있어요? 스포하지 마요!""},{""en"":""There's a real twist — watch it to the end!"",""ko"":""진짜 반전 있어요, 끝까지 봐요!""}]"
312,"1043","yeouni-namayo","95","여운이 남아요","The feeling lingers.","[{""en"":""This drama leaves a lingering impression."",""ko"":""이 드라마 여운이 남아요.""},{""en"":""It leaves a lingering impression — I don't think I'll forget it for a while."",""ko"":""여운이 남아요, 한동안 못 잊을 것 같아요.""},{""en"":""It leaves a lingering impression? That's the sign of a good drama!"",""ko"":""여운이 남아요? 좋은 드라마 신호예요!""}]"
313,"1044","moribi-dwaeyo","95","몰입이 돼요","I get completely absorbed.","[{""en"":""This drama is totally immersive!"",""ko"":""이 드라마 완전 몰입이 돼요!""},{""en"":""I got so immersed that I watched it all night!"",""ko"":""몰입이 돼서 밤새 봤어요!""},{""en"":""It's a drama that really draws you in!"",""ko"":""진짜 몰입이 되는 드라마예요!""}]"
314,"974","pyohyeonhagi-eoryeowoyo","96","말로 표현하기 어려워요","It's hard to put into words.","[{""en"":""It's hard to express this feeling in words."",""ko"":""이 감정 말로 표현하기 어려워요.""},{""en"":""It's hard to express the concept of 정 in Korean in words."",""ko"":""한국의 정을 말로 표현하기 어려워요.""},{""en"":""It's hard to express this feeling in words — I just love it!"",""ko"":""이 느낌 말로 표현하기 어려워요, 그냥 좋아요!""}]"
315,"975","i-neukkim-arayo","96","이 느낌 알아요?","Do you know this feeling?","[{""en"":""Do you know this feeling? My heart is pounding!"",""ko"":""이 느낌 알아요? 뭔가 두근두근해요!""},{""en"":""Do you know this excited feeling?"",""ko"":""이 설레는 느낌 알아요?""},{""en"":""Do you know this feeling? I can't put it into words!"",""ko"":""이 느낌 알아요? 말로 표현이 안 돼요!""}]"
316,"976","waenji-moreuge-haeyo","96","왠지 모르게 ~해요","왠지 모르게 ~","[{""en"":""For some reason, I love Korea."",""ko"":""왠지 모르게 한국이 좋아요.""},{""en"":""For some reason, I'm in a good mood today!"",""ko"":""왠지 모르게 오늘 기분이 좋아요!""},{""en"":""For some reason, I love this song."",""ko"":""왠지 모르게 이 노래가 좋아요.""}]"
317,"1046","tteonagi-sileo","97","떠나기 싫어","I don't want to leave.","[{""en"":""I don't want to leave Korea — I love it so much!"",""ko"":""한국 떠나기 싫어, 너무 좋아!""},{""en"":""I don't want to leave — I love it here so much!"",""ko"":""떠나기 싫어, 여기가 너무 좋아!""},{""en"":""I still don't want to leave — I want to stay longer!"",""ko"":""아직 떠나기 싫어, 더 있고 싶어!""}]"
318,"1047","i-geuriul-geot-gata","97","~이 그리울 것 같아","I think I'll miss Korean ~","[{""en"":""I think I'll miss Jisu!"",""ko"":""지수가 그리울 것 같아!""},{""en"":""I think I'll miss Korean food!"",""ko"":""한국 음식이 그리울 것 같아!""},{""en"":""I think I'll miss the Han River — it's so beautiful!"",""ko"":""한강이 그리울 것 같아, 너무 예쁘잖아!""}]"
319,"1048","kkok-dasi-olge","97","꼭 다시 올게","I'll definitely come back.","[{""en"":""I'll definitely come back — I promise!"",""ko"":""꼭 다시 올게, 약속해!""},{""en"":""I'll definitely come back — wait for me!"",""ko"":""꼭 다시 올게, 기다려!""},{""en"":""I'll definitely come back to Korea!"",""ko"":""한국에 꼭 다시 올게!""}]"
320,"1049","hangugeoro-saenggakaeyo","98","이제 한국어로 생각해요","I think in Korean now.","[{""en"":""I think in Korean now!"",""ko"":""이제 한국어로 생각해요!""},{""en"":""I even dream in Korean now — I think in Korean!"",""ko"":""꿈도 한국어로 꿔요, 이제 한국어로 생각해요!""},{""en"":""You think in Korean now? That's amazing!"",""ko"":""이제 한국어로 생각해요? 대단해요!""}]"
321,"1050","beonyeok-an-haedo","98","번역 안 해도 이해돼요","I understand without translating.","[{""en"":""I understand without even translating!"",""ko"":""번역 안 해도 이해돼요!""},{""en"":""I understand without translating now — it's amazing!"",""ko"":""이제 번역 안 해도 이해돼요, 신기해요!""},{""en"":""You understand without translating? You've really improved!"",""ko"":""번역 안 해도 이해돼요? 완전 늘었네요!""}]"
322,"1051","sillyeogi-neureosseoyo","98","실력이 많이 늘었어요","My skills have improved a lot.","[{""en"":""My Korean skills have improved a lot!"",""ko"":""한국어 실력이 많이 늘었어요!""},{""en"":""My skills have improved a lot — I'm glad I didn't give up!"",""ko"":""실력이 많이 늘었어요, 포기 안 하길 잘했어요!""},{""en"":""Your skills have improved a lot? What's the secret?"",""ko"":""실력이 많이 늘었어요? 비결이 뭐예요?""}]"
323,"995","apeurodo-jal-butakaeyo","99","앞으로도 잘 부탁해요","Please keep looking out for me.","[{""en"":""Please continue to take care of me!"",""ko"":""앞으로도 잘 부탁해요!""},{""en"":""Let's continue to get along well!"",""ko"":""앞으로도 잘 지내요!""},{""en"":""Please continue to take care of me, my friend!"",""ko"":""앞으로도 잘 부탁해요, 친구야!""}]"
324,"1052","gachi-seongjanghan-geot","99","같이 성장한 것 같아요","I think we grew together.","[{""en"":""I feel like we've grown together!"",""ko"":""같이 성장한 것 같아요!""},{""en"":""I feel like we grew together while studying together."",""ko"":""같이 공부하면서 같이 성장한 것 같아요.""},{""en"":""I feel like we've grown together — thank you!"",""ko"":""같이 성장한 것 같아요, 고마워요!""}]"
325,"1053","deokbune-mani-baewosseo","99","덕분에 정말 많이 배웠어요","I learned so much thanks to you.","[{""en"":""I've learned so much thanks to you!"",""ko"":""덕분에 정말 많이 배웠어요!""},{""en"":""I've learned so much thanks to all of you!"",""ko"":""여러분 덕분에 정말 많이 배웠어요!""},{""en"":""I've learned so much thanks to you — thank you!"",""ko"":""덕분에 정말 많이 배웠어요, 감사해요!""}]"
